Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","18","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","12.3123","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7225","Emissions (CH4)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","0.0161","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","10.551","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7225","Emissions (CH4)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","0.0115","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","14.5885","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7225","Emissions (CH4)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","0.0102","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","14.8387","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7225","Emissions (CH4)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.013","Fc","Calculated data",""
"GT","Emissions Totals","18","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","18.286","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kilotonnes","720.7089","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1965","1965","3050","FAO TIER 1","kilotonnes","711.7185","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1971","1971","3050","FAO TIER 1","kilotonnes","760.1726","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1975","1975","3050","FAO TIER 1","kilotonnes","786.6963","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1981","1981","3050","FAO TIER 1","kilotonnes","873.5863","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1985","1985","3050","FAO TIER 1","kilotonnes","941.2404","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1991","1991","3050","FAO TIER 1","kilotonnes","1012.1877","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","1995","1995","3050","FAO TIER 1","kilotonnes","1048.5784","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kilotonnes","1070.7222","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kilotonnes","1113.2429","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kilotonnes","1162.1108","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kilotonnes","1173.0123","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kilotonnes","1198.472","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1961","1961","3050","FAO TIER 1","kilotonnes","20.1736","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1965","1965","3050","FAO TIER 1","kilotonnes","20.0787","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1971","1971","3050","FAO TIER 1","kilotonnes","21.2505","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1975","1975","3050","FAO TIER 1","kilotonnes","21.9939","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1981","1981","3050","FAO TIER 1","kilotonnes","24.5118","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1985","1985","3050","FAO TIER 1","kilotonnes","26.4559","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1991","1991","3050","FAO TIER 1","kilotonnes","28.4461","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1995","1995","3050","FAO TIER 1","kilotonnes","29.6282","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2001","2001","3050","FAO TIER 1","kilotonnes","30.6998","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2005","2005","3050","FAO TIER 1","kilotonnes","32.5179","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kilotonnes","34.4198","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kilotonnes","35.0195","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kilotonnes","36.1302","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","27.812","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","27.1467","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","33.0794","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","35.6503","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","39.599","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","42.5748","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","47.1707","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","50.3908","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","55.4584","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","55.545","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","64.4734","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kilotonnes","63.5648","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kilotonnes","70.054","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","69.421","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","36767.1039","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","69.5405","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","41042.2048","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","32.3968","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","37055.7192","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","42.6804","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","42525.4464","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","42.2832","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","17163.1369","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","42.0933","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","16248.6593","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","16.7173","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","5959.5459","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kilotonnes","27.2874","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1965","1965","3050","FAO TIER 1","kilotonnes","25.2376","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1971","1971","3050","FAO TIER 1","kilotonnes","27.3463","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1975","1975","3050","FAO TIER 1","kilotonnes","29.5565","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1981","1981","3050","FAO TIER 1","kilotonnes","31.7465","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1985","1985","3050","FAO TIER 1","kilotonnes","35.6125","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1991","1991","3050","FAO TIER 1","kilotonnes","39.5917","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","1995","1995","3050","FAO TIER 1","kilotonnes","45.5","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kilotonnes","46.693","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kilotonnes","52.5023","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kilotonnes","53.6179","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kilotonnes","45.0054","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kilotonnes","49.0448","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1961","1961","3050","FAO TIER 1","kilotonnes","1.743","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1965","1965","3050","FAO TIER 1","kilotonnes","1.6514","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1971","1971","3050","FAO TIER 1","kilotonnes","1.7758","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1975","1975","3050","FAO TIER 1","kilotonnes","1.8387","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1981","1981","3050","FAO TIER 1","kilotonnes","2.1757","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1985","1985","3050","FAO TIER 1","kilotonnes","2.5079","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1991","1991","3050","FAO TIER 1","kilotonnes","2.9711","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","1995","1995","3050","FAO TIER 1","kilotonnes","3.3764","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2001","2001","3050","FAO TIER 1","kilotonnes","3.7315","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2005","2005","3050","FAO TIER 1","kilotonnes","4.7133","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kilotonnes","5.272","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kilotonnes","5.0155","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kilotonnes","5.4303","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","1.1648","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","1.4886","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","1.532","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","2.1292","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","2.3845","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","2.6335","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","3.3188","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","3.7906","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","3.3042","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","4.6671","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","3.3644","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kilotonnes","3.9448","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kilotonnes","5.066","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","0.8256","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","12885.1068","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","0.8371","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","12247.3738","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","0.7004","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","11181.5735","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","0.7528","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","12046.4602","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","0.832","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","13303.9956","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","0.7519","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","11166.6675","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.9446","Fc","Calculated data",""
"GT","Emissions Totals","102","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","13553.6786","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","0.0001","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","0.0004","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","0.1091","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kilotonnes","34.415","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","0.1015","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kilotonnes","32.0054","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","0.1445","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kilotonnes","45.5768","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","0.1955","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kilotonnes","61.6327","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","0.2283","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kilotonnes","71.9851","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","0.2485","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2015","2015","3050","FAO TIER 1","kilotonnes","78.3447","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7225","Emissions (CH4)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.3416","Fc","Calculated data",""
"GT","Emissions Totals","132","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","107.708","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kilotonnes","17.3251","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1965","1965","3050","FAO TIER 1","kilotonnes","18.2901","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1971","1971","3050","FAO TIER 1","kilotonnes","20.3072","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1975","1975","3050","FAO TIER 1","kilotonnes","22.9895","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1981","1981","3050","FAO TIER 1","kilotonnes","27.4508","Fc","Calculated data",""
"GT","Emissions Totals","149","Nepal","7225","Emissions (CH4)","5059","Manure Management","1985","1985","3050","FAO TIER 1","kilotonnes","28.1217","Fc","Calculated data",""
